CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,CustomerSentimentScore,Churn,PushNotificationClicks,EmailOpenRate,AppUsageTime,SocialMediaAdClicks,ProductReviewCount,ReferralCount,CartAbandonmentRate,WishlistItems,AverageSessionDuration,DeviceType
CUST0024,19,Male,New Davidmouth,Silver,18,7489.54,Home Goods,2024-07-16,9.31,7.82,10,0.37,-0.75,0,33,0.85,38.03,2,11,9,0.58,9,3.04,Tablet
CUST0025,53,Male,West Georgeport,Gold,79,9388.89,Toys,2024-10-27,0.85,37.01,94,0.38,-0.49,0,2,0.79,20.65,2,36,7,0.42,0,7.28,Mobile
CUST0026,30,Female,Evanshaven,Platinum,80,2487.98,Home Goods,2024-05-20,8.94,59.71,11,0.48,0.6,0,38,0.86,11.98,11,3,6,0.46,2,12.67,Desktop
CUST0027,63,Male,Colleenfurt,Silver,65,4812.52,Books,2024-06-09,8.01,43.6,53,0.05,-0.52,1,4,0.32,32.25,7,15,3,0.31,15,28.44,Mobile
CUST0028,59,Male,Valerieberg,Silver,11,2843.11,Books,2024-04-21,6.74,35.29,86,0.34,0.09,1,2,0.1,112.38,20,33,0,0.25,8,7.21,Tablet
CUST0029,62,Female,Snyderstad,Silver,77,1753.67,Books,2024-02-26,4.35,41.82,23,0.05,0.96,1,0,0.98,74.11,0,11,2,0.45,17,10.67,Tablet
CUST0030,52,Non-Binary,South David,Gold,74,7597.53,Clothing,2024-10-09,6.26,13.57,22,0.31,0.88,1,26,0.13,47.11,19,27,8,0.71,18,15.13,Tablet
CUST0031,44,Non-Binary,Rodneychester,Platinum,94,7313.78,Electronics,2024-07-01,7.09,59.69,4,0.32,-0.94,1,37,0.98,11.17,3,20,6,0.5,1,22.79,Tablet
CUST0032,32,Non-Binary,New Aaron,Platinum,53,9269.66,Electronics,2024-12-31,6.64,55.1,90,0.31,-0.37,0,20,0.83,82.85,4,6,6,0.06,18,14.81,Mobile
CUST0033,46,Non-Binary,Amandafort,Gold,3,4946.54,Electronics,2024-07-23,2.44,41.78,50,0.33,0.05,1,25,0.38,10.13,15,9,10,0.84,1,15.61,Tablet
CUST0034,55,Non-Binary,Markport,Bronze,42,9923.34,Toys,2024-04-07,7.17,57.79,83,0.34,0.2,0,39,0.8,98.75,1,48,10,0.59,3,22.75,Desktop
CUST0035,35,Female,Victorshire,Silver,79,7977.65,Clothing,2024-06-23,4.64,26.66,92,0.13,0.38,1,34,0.94,69.69,14,37,5,0.33,7,23.66,Tablet
CUST0036,69,Non-Binary,Brendafort,Platinum,32,8885.94,Home Goods,2024-09-13,1.51,42.03,86,0.39,0.35,1,5,0.16,26.84,6,16,3,0.71,0,15.29,Tablet
CUST0037,18,Female,South Patrick,Gold,22,1090.93,Electronics,2024-11-07,5.4,20.64,41,0.2,-0.96,0,38,1.0,17.03,12,28,5,0.15,5,26.35,Desktop
CUST0038,66,Female,Dyerstad,Gold,73,5086.63,Clothing,2024-11-11,4.2,59.47,76,0.43,0.3,1,34,0.9,11.02,12,11,10,0.06,17,3.95,Tablet
CUST0039,69,Male,South Gloriaberg,Silver,81,2370.36,Toys,2024-05-29,9.82,59.28,11,0.46,-0.26,1,44,0.64,39.43,5,36,8,0.34,15,13.69,Desktop
CUST0040,28,Male,New Sandra,Gold,61,5799.18,Electronics,2024-11-14,5.41,35.3,5,0.17,-0.01,0,13,0.05,57.53,1,37,1,0.02,16,26.74,Tablet
CUST0041,62,Male,Karenville,Silver,88,100.92,Toys,2024-07-31,4.51,15.82,0,0.35,-0.08,1,12,0.13,76.98,13,8,8,0.78,7,13.16,Desktop
CUST0042,45,Female,East Timothyport,Platinum,12,6994.15,Clothing,2024-06-05,1.31,53.85,91,0.14,0.78,0,12,0.57,120.0,20,25,9,0.78,6,4.27,Tablet
CUST0043,39,Non-Binary,West Jacobberg,Silver,48,9353.08,Clothing,2024-03-17,5.93,31.44,35,0.29,-0.06,0,5,0.49,94.85,4,49,8,0.38,5,23.4,Desktop
CUST0044,35,Non-Binary,Jamesmouth,Bronze,3,7557.94,Clothing,2024-03-08,8.35,2.61,32,0.38,-0.94,0,25,0.71,97.57,15,14,5,0.53,20,21.08,Mobile
CUST0045,27,Female,Suzannebury,Silver,96,5607.24,Toys,2024-05-21,4.16,10.04,24,0.3,-0.62,0,30,0.86,102.72,4,12,7,0.2,1,5.64,Tablet
CUST0046,31,Male,South Shelbymouth,Silver,77,1726.51,Books,2025-01-08,3.88,17.45,50,0.04,0.31,0,37,0.08,79.44,8,28,9,0.89,13,22.15,Mobile
CUST0047,66,Male,Seanbury,Bronze,84,7415.12,Toys,2024-05-10,7.49,58.67,32,0.31,0.25,0,48,0.23,10.66,8,2,1,0.67,20,24.6,Desktop
CUST0048,39,Female,East Jessica,Silver,50,9808.98,Home Goods,2024-11-27,5.45,17.89,27,0.18,0.68,0,10,0.04,35.2,14,41,10,0.46,14,4.13,Mobile
CUST0049,24,Male,New Lindahaven,Gold,71,5759.87,Electronics,2024-10-05,6.81,18.38,50,0.45,0.2,0,24,0.05,78.36,0,2,7,0.9,2,2.75,Desktop
CUST0050,23,Female,West Sarahborough,Platinum,66,6706.26,Clothing,2024-01-31,2.02,36.64,34,0.21,-0.65,1,24,0.15,29.62,18,38,2,0.21,9,17.69,Tablet
CUST0051,42,Male,Jamesstad,Platinum,25,2006.19,Books,2024-07-16,1.12,25.89,37,0.5,-0.36,0,18,0.47,38.84,18,22,1,0.06,13,18.52,Tablet
CUST0052,24,Female,South Kenneth,Platinum,21,8240.91,Clothing,2024-10-26,8.76,47.51,32,0.04,0.94,1,1,0.75,14.47,13,7,4,0.49,15,1.57,Mobile
CUST0053,40,Non-Binary,Macdonaldberg,Platinum,59,2418.77,Electronics,2024-09-02,7.33,21.62,26,0.2,-0.1,0,48,0.01,78.31,15,4,8,0.19,20,8.89,Tablet
CUST0054,40,Non-Binary,Lake Keith,Bronze,48,547.52,Toys,2024-04-26,8.72,8.01,20,0.2,0.22,1,44,0.67,77.72,8,13,6,0.11,1,15.85,Desktop
CUST0055,56,Non-Binary,New Matthew,Silver,93,1875.98,Home Goods,2024-11-30,3.66,53.34,95,0.36,0.99,0,15,0.59,82.52,11,43,8,0.97,6,2.96,Mobile
CUST0056,34,Female,Andrewview,Silver,31,8290.05,Toys,2024-11-16,9.8,58.89,99,0.07,0.98,0,45,0.37,14.66,0,38,8,0.28,2,19.32,Desktop
CUST0057,69,Male,East Nathaniel,Gold,23,2056.68,Electronics,2024-03-11,2.47,25.17,72,0.5,0.38,0,3,0.65,102.99,14,5,2,0.51,4,12.98,Desktop
CUST0058,20,Male,West Cheryl,Silver,61,3020.5,Books,2024-07-27,2.3,48.4,53,0.19,-0.39,0,28,0.98,56.2,2,43,10,0.98,16,26.24,Desktop
CUST0059,64,Male,East Matthew,Bronze,92,706.62,Home Goods,2024-08-06,3.89,9.03,75,0.05,0.35,0,22,0.52,72.77,13,11,3,0.96,13,2.02,Mobile
CUST0060,47,Male,Davidtown,Gold,26,4549.72,Home Goods,2025-01-09,5.62,8.81,11,0.14,-0.21,0,0,0.26,64.48,4,9,8,0.46,19,12.19,Mobile
CUST0061,52,Male,East Karl,Gold,42,6224.6,Clothing,2024-05-12,6.09,55.37,32,0.23,-0.51,0,21,0.14,10.4,7,9,5,0.23,2,13.36,Tablet
CUST0062,25,Non-Binary,North Terrichester,Silver,17,411.76,Books,2024-04-17,4.51,52.2,18,0.24,0.53,0,36,0.23,48.79,18,28,5,0.79,7,1.2,Tablet
CUST0063,42,Female,Lisaberg,Bronze,38,7284.86,Clothing,2024-08-23,4.68,4.66,20,0.37,-0.04,1,36,0.08,2.59,4,46,1,1.0,4,5.91,Desktop
CUST0064,23,Male,Huffborough,Platinum,9,7268.21,Home Goods,2024-09-19,1.92,56.57,88,0.48,-0.04,0,36,0.56,12.73,11,27,10,0.12,3,2.14,Tablet
CUST0065,53,Female,East Christina,Bronze,4,3729.76,Clothing,2024-01-27,4.01,28.45,97,0.36,0.04,0,1,0.67,97.8,4,6,5,0.54,8,3.67,Desktop
CUST0066,36,Male,Lake Jonathanside,Bronze,27,7590.23,Books,2025-01-14,3.97,39.78,90,0.33,-0.64,1,41,0.71,89.68,13,22,1,0.46,15,14.08,Mobile
CUST0067,58,Female,Ortiztown,Bronze,74,7634.82,Home Goods,2024-09-30,2.77,20.78,0,0.44,-0.19,0,27,0.16,100.61,11,35,0,0.35,10,11.62,Tablet
CUST0068,57,Female,Lynchfort,Gold,60,8363.99,Clothing,2024-09-07,2.85,15.89,80,0.42,-0.12,1,17,0.43,12.3,11,16,10,0.85,5,20.54,Desktop
CUST0069,41,Female,Clarkside,Gold,59,4375.04,Clothing,2024-09-28,6.73,2.79,7,0.26,0.53,0,1,0.18,41.74,10,49,9,0.45,11,22.68,Tablet
CUST0070,54,Female,Wilkinsview,Bronze,32,6910.38,Home Goods,2024-06-22,7.82,19.65,59,0.05,0.06,1,33,0.64,96.22,20,9,3,0.97,5,19.72,Desktop
CUST0071,30,Non-Binary,North Richardland,Platinum,88,8352.83,Books,2024-02-01,5.34,14.69,80,0.37,-0.86,1,7,0.59,25.08,14,22,4,0.66,16,29.75,Tablet
CUST0072,63,Female,Lauraville,Gold,78,1674.78,Electronics,2024-07-29,3.18,23.35,19,0.19,0.8,1,3,0.87,13.68,10,44,6,0.32,9,22.8,Tablet
CUST0073,22,Male,Milesport,Bronze,57,3843.05,Electronics,2024-12-07,4.19,8.75,21,0.43,0.59,0,24,0.71,52.2,14,5,6,0.19,7,8.11,Tablet
CUST0074,20,Non-Binary,Harrisonhaven,Platinum,31,1796.61,Home Goods,2024-04-29,6.76,8.7,56,0.38,0.53,1,28,0.3,53.5,13,5,7,0.1,17,13.95,Mobile
CUST0075,60,Non-Binary,Port Julian,Silver,23,447.78,Electronics,2024-10-19,1.4,38.5,50,0.44,-0.22,0,7,0.39,6.22,16,34,3,0.8,13,7.42,Mobile
CUST0076,32,Female,Nicholasburgh,Silver,60,1833.45,Clothing,2024-04-24,9.1,18.67,91,0.35,0.58,0,3,0.23,80.12,3,48,0,0.29,6,2.67,Desktop
CUST0077,67,Male,Brandonfort,Bronze,65,8444.79,Toys,2024-01-26,7.15,15.64,64,0.24,-0.76,0,36,0.89,13.16,3,30,8,0.7,5,3.29,Desktop
CUST0078,36,Female,East Lauren,Bronze,83,4261.53,Electronics,2024-12-05,3.68,13.58,30,0.32,-0.98,1,6,0.28,110.92,5,44,8,0.08,4,1.9,Mobile
CUST0079,23,Female,Meghanstad,Gold,15,939.79,Toys,2024-03-13,0.91,26.96,40,0.34,-0.6,1,28,0.29,112.69,0,18,0,0.83,5,2.49,Tablet
CUST0080,32,Female,West Meganville,Platinum,78,1659.59,Clothing,2024-07-07,6.97,40.84,20,0.13,0.49,1,39,0.47,115.45,1,11,4,0.65,2,7.7,Mobile
CUST0081,24,Male,Butlerburgh,Bronze,43,824.81,Toys,2024-04-23,5.62,48.7,59,0.21,-0.18,1,24,0.59,80.91,11,10,8,0.25,15,22.74,Mobile
CUST0082,42,Female,Josephburgh,Silver,21,4209.02,Home Goods,2024-05-09,3.04,54.9,65,0.47,-0.39,1,23,0.19,108.24,13,15,10,0.89,1,16.4,Desktop
CUST0083,35,Male,Watsonville,Bronze,32,4402.72,Electronics,2024-11-08,4.54,43.21,6,0.25,0.64,1,6,0.64,67.18,10,7,0,0.34,11,17.94,Tablet
CUST0084,47,Female,Jeffreyport,Gold,60,7026.91,Toys,2024-04-09,5.71,54.6,80,0.32,0.03,1,1,0.42,16.46,10,35,8,0.38,1,7.49,Tablet
CUST0085,58,Female,Lake Nicholas,Gold,93,1745.27,Electronics,2024-06-12,6.25,4.98,64,0.09,-0.39,0,20,0.79,3.29,11,21,1,0.84,14,2.27,Desktop
CUST0086,41,Female,Weissside,Platinum,9,7165.6,Books,2024-04-30,2.48,25.42,57,0.4,0.22,0,38,0.81,31.48,7,32,2,0.61,10,4.34,Mobile
CUST0087,28,Female,East Timothybury,Silver,1,7165.85,Electronics,2024-10-07,8.24,39.27,69,0.17,-0.2,1,10,0.85,41.75,1,13,7,0.11,14,25.32,Desktop
CUST0088,41,Male,Port Jamesborough,Platinum,96,8849.9,Clothing,2024-04-01,7.88,17.77,40,0.38,-0.27,0,1,0.62,114.28,8,5,2,0.47,17,10.5,Desktop
CUST0089,40,Female,West Shanebury,Silver,5,5355.57,Home Goods,2024-11-26,0.56,27.94,85,0.2,0.65,1,34,0.86,77.72,0,44,7,0.69,0,11.23,Mobile
CUST0090,31,Non-Binary,Crystaltown,Silver,88,9019.05,Home Goods,2024-09-19,7.99,52.59,61,0.24,0.13,1,24,0.15,3.56,15,48,4,0.28,8,17.8,Desktop
CUST0091,60,Male,Amytown,Bronze,87,5957.66,Toys,2024-08-10,3.74,25.68,13,0.35,-0.09,1,21,0.35,3.08,8,13,6,0.1,15,27.5,Tablet
CUST0092,35,Male,North Heather,Silver,53,9622.72,Electronics,2024-03-01,2.0,51.83,7,0.17,0.56,0,13,0.83,65.65,6,10,0,0.45,18,7.44,Mobile
CUST0093,62,Non-Binary,Wilsonmouth,Silver,67,5897.64,Home Goods,2024-03-02,8.34,48.19,77,0.16,-0.55,0,46,0.84,75.83,20,39,0,0.43,20,23.8,Tablet
CUST0094,61,Non-Binary,North Matthewland,Gold,61,3367.49,Books,2024-02-09,2.2,7.2,27,0.3,-0.41,1,31,0.8,84.66,19,30,1,0.66,18,22.52,Desktop
CUST0095,59,Male,South Brittany,Platinum,50,4585.25,Electronics,2024-12-08,7.66,37.91,24,0.36,0.93,1,18,0.74,22.86,6,22,1,0.76,8,5.7,Mobile
CUST0096,22,Male,Brownmouth,Platinum,10,8304.88,Electronics,2024-04-13,4.58,13.37,69,0.03,0.61,0,37,0.47,92.0,16,31,1,0.56,2,4.86,Tablet
CUST0097,56,Non-Binary,Lake Patrickview,Gold,54,5983.27,Electronics,2024-08-31,5.82,42.21,96,0.05,0.63,1,17,0.79,17.41,14,1,5,0.18,5,13.54,Mobile
CUST0098,58,Female,Floydtown,Bronze,34,6639.11,Books,2024-09-30,6.65,30.0,47,0.1,0.93,1,22,0.81,82.75,5,12,6,0.27,12,25.49,Tablet
CUST0099,28,Non-Binary,New Monica,Platinum,92,2234.32,Toys,2024-05-10,2.92,51.0,27,0.3,0.3,0,44,0.87,67.57,14,18,6,0.7,8,2.24,Tablet
CUST0100,52,Female,Jamesborough,Gold,69,4545.68,Clothing,2024-02-20,1.16,33.9,5,0.31,-0.43,0,22,0.19,24.55,0,1,3,0.17,4,26.88,Mobile
CUST0101,64,Non-Binary,Lake Jim,Bronze,16,1804.14,Clothing,2024-09-06,4.02,29.81,1,0.31,-0.74,1,45,0.74,54.67,15,39,10,0.62,17,1.75,Tablet
CUST0102,33,Male,Port Melissa,Gold,92,8383.23,Electronics,2024-04-10,7.52,45.74,5,0.3,0.31,0,34,0.01,44.79,20,28,1,0.53,16,14.88,Desktop
CUST0103,28,Non-Binary,South Robinfort,Platinum,100,4506.25,Home Goods,2024-10-09,1.08,3.8,75,0.06,-0.24,1,12,0.22,76.57,11,7,1,0.42,14,25.12,Mobile
CUST0104,47,Male,East Amanda,Platinum,78,3225.73,Books,2024-07-19,3.54,24.31,5,0.15,-0.9,1,38,0.62,84.35,19,46,0,0.13,18,21.94,Tablet
CUST0105,42,Female,Charlesstad,Silver,83,6102.18,Books,2024-03-01,8.81,5.58,7,0.28,0.08,1,12,0.56,6.16,6,34,8,0.15,14,24.63,Desktop
CUST0106,35,Non-Binary,Phillipsshire,Gold,69,9269.51,Electronics,2024-04-04,4.02,42.12,85,0.49,-0.94,1,5,0.36,119.85,7,5,4,0.67,1,20.99,Mobile
CUST0107,58,Female,Port John,Silver,92,8003.19,Electronics,2024-09-01,3.35,18.63,54,0.47,-0.85,1,33,0.57,37.85,11,17,8,0.85,11,13.11,Tablet
CUST0108,62,Non-Binary,Kingport,Gold,4,8372.67,Electronics,2024-05-18,1.51,37.73,27,0.01,-0.65,0,23,0.92,42.09,19,34,5,0.86,7,27.77,Desktop
CUST0109,53,Non-Binary,Lake Joyce,Platinum,57,2043.07,Clothing,2024-10-07,2.77,31.13,81,0.33,0.06,0,46,0.83,82.52,20,23,5,0.73,4,9.56,Desktop
CUST0110,32,Female,North Ricardo,Gold,62,3025.79,Toys,2024-05-18,8.14,31.3,17,0.29,-0.5,1,27,0.69,55.72,5,19,7,0.15,13,22.01,Mobile
CUST0111,61,Non-Binary,Moralesfort,Gold,93,7748.32,Clothing,2024-06-12,4.94,23.23,43,0.12,-0.49,1,24,0.52,86.01,9,14,9,0.22,16,2.07,Mobile
CUST0112,38,Male,Lake Joseph,Bronze,8,4702.2,Toys,2024-10-26,2.31,21.86,65,0.35,0.02,1,46,0.29,105.64,5,25,10,0.64,12,10.45,Tablet
CUST0113,67,Female,New Chris,Bronze,38,1001.15,Clothing,2024-03-09,9.2,20.24,93,0.06,0.07,0,45,0.22,51.08,6,9,3,0.71,13,24.41,Mobile
CUST0114,67,Female,Heathfurt,Bronze,51,5855.88,Books,2024-10-06,5.58,50.17,54,0.49,0.83,1,21,0.67,113.53,17,40,9,0.42,14,23.39,Tablet
CUST0115,21,Male,Trujillomouth,Silver,93,7986.36,Electronics,2024-11-11,5.86,5.71,82,0.2,0.58,1,16,0.91,8.61,9,49,10,0.54,19,8.96,Tablet
CUST0116,32,Female,East Samantha,Gold,99,1355.11,Electronics,2024-07-31,4.98,55.88,60,0.29,0.18,1,36,0.21,117.65,8,28,3,0.69,1,4.44,Desktop
CUST0117,70,Non-Binary,South Tammy,Platinum,6,632.54,Electronics,2024-06-15,8.92,10.75,57,0.24,0.65,0,15,0.97,55.67,17,41,8,0.66,3,19.28,Desktop
CUST0118,20,Male,Gabriellachester,Gold,47,7396.34,Clothing,2024-02-20,8.5,51.42,42,0.14,-0.29,1,16,0.63,96.92,4,17,1,0.5,13,11.25,Mobile
CUST0119,69,Non-Binary,Burkeberg,Gold,52,5382.07,Clothing,2024-02-11,6.57,41.16,36,0.02,0.72,1,29,0.01,106.84,7,33,2,0.16,16,6.08,Desktop
CUST0120,38,Non-Binary,Richardmouth,Bronze,92,8586.04,Clothing,2024-02-02,7.77,11.39,51,0.04,-0.36,1,32,0.61,37.29,4,46,4,0.57,12,2.35,Tablet
CUST0121,43,Non-Binary,West Danielle,Silver,66,5644.64,Toys,2024-02-22,2.63,9.23,47,0.22,-0.42,0,6,0.23,32.53,17,6,0,0.56,3,25.93,Tablet
CUST0122,35,Non-Binary,South Jaime,Platinum,81,4006.61,Books,2024-10-07,8.72,56.35,70,0.28,-0.29,0,50,0.02,2.27,18,35,1,0.59,17,10.98,Tablet
CUST0123,22,Non-Binary,North Sarah,Platinum,84,6531.59,Electronics,2024-06-08,8.52,54.98,52,0.27,0.05,1,9,0.54,27.39,0,29,4,0.39,3,24.79,Mobile
CUST0124,31,Non-Binary,Bradleychester,Bronze,57,7153.24,Home Goods,2024-12-19,9.53,31.88,15,0.05,0.24,0,49,0.79,41.78,3,12,7,0.61,8,10.16,Tablet
CUST0125,54,Male,New Elizabethshire,Platinum,55,8185.37,Electronics,2024-04-27,8.04,32.88,61,0.25,0.2,0,26,0.8,69.18,15,7,6,0.79,14,6.11,Tablet
CUST0126,63,Male,East Mary,Gold,16,623.03,Clothing,2024-09-09,4.96,26.53,21,0.05,-0.92,1,33,0.22,15.67,2,30,6,1.0,12,16.87,Tablet
CUST0127,38,Female,Lake Lisa,Gold,14,1879.95,Electronics,2024-05-28,9.24,3.45,70,0.08,-0.84,1,35,0.09,95.74,1,46,9,0.87,4,7.42,Tablet
CUST0128,31,Male,South Amberbury,Bronze,19,8770.41,Home Goods,2024-11-14,9.53,55.59,84,0.31,-0.66,1,32,0.12,29.77,12,35,6,0.6,4,12.37,Mobile
CUST0129,59,Male,Bradfordburgh,Silver,34,8009.53,Toys,2024-12-27,1.6,50.22,39,0.04,-0.56,0,46,0.3,89.67,6,49,4,0.49,5,13.59,Desktop
CUST0130,49,Male,Dominguezshire,Gold,98,2480.78,Home Goods,2024-06-15,8.85,37.19,59,0.14,-0.82,1,7,0.49,37.14,15,20,8,0.55,2,15.7,Mobile
CUST0131,43,Male,New Brendaview,Silver,75,602.51,Electronics,2024-02-09,5.26,24.02,83,0.35,0.81,1,0,0.37,75.62,16,8,4,0.62,8,11.73,Desktop
CUST0132,59,Male,Wandatown,Silver,97,8597.2,Books,2024-09-04,1.83,55.42,3,0.33,-0.73,1,30,0.57,54.55,2,37,6,0.96,14,16.9,Desktop
CUST0133,47,Male,Lake Jason,Platinum,15,5482.34,Books,2024-03-13,1.72,36.74,30,0.04,-0.4,0,40,0.54,5.22,3,30,1,0.24,2,29.97,Mobile
CUST0134,27,Female,Rochatown,Gold,93,834.31,Books,2024-11-26,7.46,45.91,37,0.3,0.9,1,40,0.44,80.12,17,27,5,0.26,3,18.96,Mobile
CUST0135,34,Male,Hensleystad,Platinum,22,5436.13,Home Goods,2024-12-27,6.7,11.36,35,0.4,0.78,1,47,0.07,1.96,13,18,9,0.15,18,24.8,Tablet
CUST0136,26,Non-Binary,Davisville,Bronze,47,927.32,Clothing,2024-11-07,9.25,30.59,53,0.38,-0.75,0,35,0.42,66.74,16,10,1,0.52,11,8.45,Desktop
CUST0137,33,Female,South Kyle,Gold,53,5298.25,Home Goods,2024-04-01,2.38,10.22,81,0.24,-0.37,1,24,0.21,104.0,18,32,0,0.77,4,23.49,Mobile
CUST0138,65,Male,Kelseyhaven,Bronze,85,1026.01,Home Goods,2024-02-03,7.91,41.87,27,0.34,-0.09,0,45,0.51,61.15,7,16,1,0.86,13,1.85,Mobile
CUST0139,53,Non-Binary,Lake Heathermouth,Platinum,44,2685.29,Books,2024-11-02,1.08,32.42,28,0.45,0.03,1,40,0.74,115.69,17,41,4,0.6,12,14.08,Mobile
CUST0140,52,Male,North Shannon,Platinum,19,5534.18,Electronics,2024-12-04,4.7,17.91,23,0.17,-0.47,0,42,0.94,100.78,6,48,5,0.67,11,18.86,Mobile
CUST0141,34,Non-Binary,South Gregoryland,Platinum,32,8298.29,Home Goods,2024-11-05,1.29,53.12,91,0.3,0.6,0,15,0.23,99.3,18,24,2,0.62,6,3.81,Tablet
CUST0142,65,Female,North Dylantown,Gold,62,535.78,Clothing,2024-03-11,1.2,20.37,36,0.09,-0.08,1,11,0.06,68.92,10,35,9,0.37,6,14.32,Desktop
CUST0143,55,Female,South Rachel,Platinum,27,4956.03,Clothing,2024-11-22,8.36,3.62,48,0.35,0.03,1,3,0.21,113.03,8,20,7,0.44,0,26.97,Mobile
CUST0144,45,Non-Binary,South Tyler,Bronze,34,8395.22,Books,2024-05-04,7.31,5.68,45,0.19,0.95,0,5,0.93,99.05,6,7,10,0.59,12,10.64,Desktop
CUST0145,55,Male,Meganmouth,Silver,13,1483.15,Books,2024-09-01,3.15,13.99,83,0.07,-0.81,0,38,0.93,85.4,8,37,1,0.7,14,13.66,Desktop
